Unnamed: 0,image_filename,flower_type,dominant_colors,Linalool,Geraniol,Citronellol
447,daisy/3310644753_5607eb96a4_m.jpg,daisy,white,0.06,0.44,0.22
19,daisy/4897587985_f9293ea1ed.jpg,daisy,white,0.07,0.35,0.35
2129,dandelion/7243478942_30bf542a2d_m.jpg,dandelion,yellow,0.09,0.28,0.16
5,daisy/3475870145_685a19116d.jpg,daisy,white,0.07,0.43,0.49
1039,rose/9300754115_dd79670066_n.jpg,rose,red,0.09,0.48,0.31
1620,dandelion/4574447682_40dce530f1.jpg,dandelion,yellow,0.09,0.41,0.47
2566,tulip/16717320956_d4b00807f2.jpg,tulip,pink,0.08,0.43,0.26
1524,dandelion/4254850910_0610224342_n.jpg,dandelion,yellow,0.07,0.12,0.36
868,sunflower/7804213238_1d92ae5edb_m.jpg,sunflower,yellow,0.08,0.4,0.41
2262,tulip/8712270243_8512cf4fbd.jpg,tulip,pink,0.1,0.48,0.43
589,sunflower/4816636411_0135bfe2c9_n.jpg,sunflower,yellow,0.06,0.21,0.19
1251,rose/4279989256_9a48c0d194_n.jpg,rose,red,0.08,0.32,0.36
933,sunflower/5043404000_9bc16cb7e5_m.jpg,sunflower,yellow,0.09,0.24,0.33
1411,rose/8032328803_30afac8b07_m.jpg,rose,red,0.08,0.12,0.49
2090,dandelion/14060367700_fe87e99b6a_m.jpg,dandelion,yellow,0.08,0.44,0.48
469,daisy/14421389519_d5fd353eb4.jpg,daisy,white,0.06,0.22,0.28
1651,dandelion/7308600792_27cff2f73f.jpg,dandelion,yellow,0.05,0.48,0.2
1270,rose/3422228549_f147d6e642.jpg,rose,red,0.07,0.11,0.19
1357,rose/3265902330_d8b1e44545.jpg,rose,red,0.08,0.27,0.17
347,daisy/8681746439_d6beeefbf9.jpg,daisy,white,0.05,0.43,0.5
1972,dandelion/10617191174_9a01753241_n.jpg,dandelion,yellow,0.07,0.17,0.32
2344,tulip/6903831250_a2757fff82_m.jpg,tulip,pink,0.06,0.41,0.15
427,daisy/11891885265_ccefec7284_n.jpg,daisy,white,0.06,0.28,0.41
2184,tulip/14487762578_baba13d16a_m.jpg,tulip,pink,0.1,0.42,0.11
2615,tulip/6931489544_2f35025f7b_m.jpg,tulip,pink,0.1,0.25,0.38
1758,dandelion/7295618968_c08a326cc1_m.jpg,dandelion,yellow,0.09,0.18,0.34
921,sunflower/5966729883_67f4fede93.jpg,sunflower,yellow,0.09,0.12,0.29
931,sunflower/9497774935_a7daec5433_n.jpg,sunflower,yellow,0.09,0.5,0.36
1726,dandelion/5676682203_70d797f760.jpg,dandelion,yellow,0.05,0.18,0.44
1514,dandelion/17280886635_e384d91300_n.jpg,dandelion,yellow,0.06,0.32,0.33
2666,tulip/7205698252_b972087cc2.jpg,tulip,pink,0.07,0.22,0.4
1509,dandelion/7197581386_8a51f1bb12_n.jpg,dandelion,yellow,0.07,0.43,0.31
2149,tulip/17720403638_94cfcd8d5c_n.jpg,tulip,pink,0.08,0.32,0.45
294,daisy/5981645737_29eceac291_m.jpg,daisy,white,0.09,0.21,0.37
812,sunflower/4831577091_f56157a5d5_n.jpg,sunflower,yellow,0.08,0.12,0.35
1082,rose/14970973709_968910640e_n.jpg,rose,red,0.05,0.43,0.18
601,sunflower/14741812319_e1d32ffb84_n.jpg,sunflower,yellow,0.06,0.29,0.28
698,sunflower/8265023280_713f2c69d0_m.jpg,sunflower,yellow,0.08,0.43,0.25
777,sunflower/14623719696_1bb7970208_n.jpg,sunflower,yellow,0.07,0.23,0.27
513,sunflower/14814264272_4b39a102f9_n.jpg,sunflower,yellow,0.1,0.14,0.14
2047,dandelion/19602790836_912d38aaa8.jpg,dandelion,yellow,0.06,0.21,0.31
219,daisy/20289938802_e16fa9f23d.jpg,daisy,white,0.07,0.44,0.17
2292,tulip/5388013398_09a8a0f166_m.jpg,tulip,pink,0.07,0.25,0.18
8,daisy/7416083788_fcb4c4f27e_n.jpg,daisy,white,0.09,0.33,0.21
1577,dandelion/5996421299_b9bf488c1a_n.jpg,dandelion,yellow,0.09,0.27,0.37
1614,dandelion/14886860069_b84665a073.jpg,dandelion,yellow,0.06,0.46,0.38
122,daisy/3957488431_52a447c0e8_m.jpg,daisy,white,0.07,0.5,0.17
1547,dandelion/5628296138_9031791fab.jpg,dandelion,yellow,0.06,0.49,0.45
682,sunflower/5027895361_ace3b731e5_n.jpg,sunflower,yellow,0.08,0.26,0.46
2469,tulip/5755467567_903c31e3d0.jpg,tulip,pink,0.05,0.13,0.18
2134,dandelion/14375349004_68d893254a_n.jpg,dandelion,yellow,0.08,0.13,0.42
1796,dandelion/5647842237_b1c5196718_n.jpg,dandelion,yellow,0.1,0.38,0.25
63,daisy/14674743211_f68b13f6d9.jpg,daisy,white,0.1,0.17,0.41
2202,tulip/8669794378_97dda6036f_n.jpg,tulip,pink,0.05,0.26,0.37
1989,dandelion/14093744313_b66bc95072.jpg,dandelion,yellow,0.1,0.4,0.22
2034,dandelion/7401173270_ebaf04c9b0_n.jpg,dandelion,yellow,0.08,0.34,0.14
1988,dandelion/4586018734_6de9c513c2.jpg,dandelion,yellow,0.06,0.23,0.26
2728,tulip/16471277547_a0a5509377_n.jpg,tulip,pink,0.08,0.38,0.32
425,daisy/16121105382_b96251e506_m.jpg,daisy,white,0.06,0.38,0.44
1246,rose/5777669976_a205f61e5b.jpg,rose,red,0.09,0.13,0.41
1256,rose/7683456068_02644b8382_m.jpg,rose,red,0.09,0.47,0.41
977,sunflower/4878447831_e904c60cf8_n.jpg,sunflower,yellow,0.07,0.25,0.24
1107,rose/13235124703_a7e1266e44.jpg,rose,red,0.06,0.4,0.26
441,daisy/3628485766_4ff937954a_n.jpg,daisy,white,0.09,0.37,0.21
845,sunflower/5028817729_f04d32bac8_n.jpg,sunflower,yellow,0.05,0.22,0.14
532,sunflower/5979111199_495884b578_n.jpg,sunflower,yellow,0.09,0.34,0.4
311,daisy/7320089276_87b544e341.jpg,daisy,white,0.05,0.47,0.17
1217,rose/15949087094_a8f565295c_m.jpg,rose,red,0.07,0.16,0.49
1954,dandelion/8737699225_19e0c9f0fa_m.jpg,dandelion,yellow,0.06,0.44,0.46
1533,dandelion/5572197407_a0047238a6.jpg,dandelion,yellow,0.07,0.17,0.3
2498,tulip/15976769174_1d50f46ca1_m.jpg,tulip,pink,0.07,0.49,0.26
1034,rose/5249439791_196b4e7fc7.jpg,rose,red,0.06,0.29,0.49
2240,tulip/14061132852_89122de5f9_n.jpg,tulip,pink,0.07,0.26,0.12
2486,tulip/8750288831_5e49a9f29b.jpg,tulip,pink,0.08,0.22,0.12
600,sunflower/4846786944_2832c5c8b8.jpg,sunflower,yellow,0.07,0.28,0.34
1530,dandelion/19004688463_12a8423109.jpg,dandelion,yellow,0.08,0.38,0.11
1949,dandelion/10777398353_5a20bb218c.jpg,dandelion,yellow,0.06,0.31,0.38
844,sunflower/7510285306_ba8f80c382_n.jpg,sunflower,yellow,0.07,0.48,0.43
1749,dandelion/14576445793_582aa6446b_m.jpg,dandelion,yellow,0.07,0.12,0.21
2712,tulip/7002703410_3e97b29da5_n.jpg,tulip,pink,0.07,0.5,0.41
173,daisy/6323721068_3d3394af6d_n.jpg,daisy,white,0.08,0.4,0.12
1499,dandelion/6132275522_ce46b33c33_m.jpg,dandelion,yellow,0.05,0.22,0.16
1916,dandelion/4556178143_e0d32c0a86_n.jpg,dandelion,yellow,0.06,0.29,0.17
1806,dandelion/17619402434_15b2ec2d79.jpg,dandelion,yellow,0.1,0.47,0.23
2293,tulip/13561908485_7e4f8d508b.jpg,tulip,pink,0.07,0.39,0.42
284,daisy/4861391074_c3e122dab0_m.jpg,daisy,white,0.05,0.13,0.22
140,daisy/7630520686_e3a61ac763.jpg,daisy,white,0.06,0.33,0.29
973,sunflower/19784656639_cd7f0a4a26_m.jpg,sunflower,yellow,0.09,0.4,0.14
617,sunflower/5492906452_80943bfd04.jpg,sunflower,yellow,0.06,0.26,0.46
2582,tulip/14057246122_8598b665bd.jpg,tulip,pink,0.07,0.28,0.18
2702,tulip/8623170936_83f4152431.jpg,tulip,pink,0.08,0.3,0.25
1271,rose/9458445402_79e4dfa89c.jpg,rose,red,0.09,0.44,0.11
2542,tulip/12883412424_cb5086b43f_n.jpg,tulip,pink,0.09,0.2,0.34
2223,tulip/13510068773_c925c5517c.jpg,tulip,pink,0.09,0.47,0.19
1305,rose/4804011140_7defedf4b7_m.jpg,rose,red,0.07,0.3,0.41
2091,dandelion/9965757055_ff01b5ee6f_n.jpg,dandelion,yellow,0.06,0.27,0.47
2459,tulip/13910604778_e5f4588420.jpg,tulip,pink,0.1,0.43,0.36
560,sunflower/19349582128_68a662075e_n.jpg,sunflower,yellow,0.09,0.17,0.22
2492,tulip/4117620896_070e5887ae_m.jpg,tulip,pink,0.09,0.19,0.17
95,daisy/9204730092_a7f2182347.jpg,daisy,white,0.08,0.24,0.31
1624,dandelion/8780964418_7a01a7f48a_n.jpg,dandelion,yellow,0.06,0.44,0.5
597,sunflower/4933228903_9ae82d0b9d.jpg,sunflower,yellow,0.06,0.23,0.47
2157,tulip/5633266048_4f4bfb2cf1_n.jpg,tulip,pink,0.08,0.29,0.2
1498,dandelion/14761980161_2d6dbaa4bb_m.jpg,dandelion,yellow,0.07,0.24,0.36
1656,dandelion/5909154147_9da14d1730_n.jpg,dandelion,yellow,0.06,0.35,0.41
130,daisy/14021430525_e06baf93a9.jpg,daisy,white,0.06,0.38,0.19
998,rose/3465443774_6b0c75a3b1_n.jpg,rose,red,0.1,0.16,0.29
1272,rose/7345657862_689366e79a.jpg,rose,red,0.1,0.36,0.34
1637,dandelion/4574102507_70039c8b28.jpg,dandelion,yellow,0.07,0.28,0.34
962,sunflower/6265084065_7a8b30cc6e_n.jpg,sunflower,yellow,0.06,0.38,0.49
2577,tulip/14084211971_0f921f11fe_n.jpg,tulip,pink,0.08,0.36,0.29
1204,rose/5083072098_81587295d5.jpg,rose,red,0.09,0.26,0.24
54,daisy/4544110929_a7de65d65f_n.jpg,daisy,white,0.09,0.39,0.39
2192,tulip/9378657435_89fabf13c9_n.jpg,tulip,pink,0.09,0.24,0.25
2178,tulip/16110795216_b3e44697b4_m.jpg,tulip,pink,0.05,0.16,0.15
1537,dandelion/3998275481_651205e02d.jpg,dandelion,yellow,0.07,0.31,0.23
1653,dandelion/4944731313_023a0508fd_n.jpg,dandelion,yellow,0.07,0.13,0.24
100,daisy/7629784968_b953501902_n.jpg,daisy,white,0.1,0.12,0.16
604,sunflower/4895721788_f10208ab77_n.jpg,sunflower,yellow,0.08,0.27,0.3
443,daisy/4820415253_15bc3b6833_n.jpg,daisy,white,0.1,0.28,0.1
218,daisy/10437929963_bc13eebe0c.jpg,daisy,white,0.06,0.16,0.27
346,daisy/2617111535_54c2ac8462.jpg,daisy,white,0.08,0.25,0.25
1549,dandelion/14185089716_2a48298d17.jpg,dandelion,yellow,0.07,0.41,0.17
262,daisy/4540555191_3254dc4608_n.jpg,daisy,white,0.1,0.16,0.39
2,daisy/14147016029_8d3cf2414e.jpg,daisy,white,0.08,0.11,0.32
1634,dandelion/5598591979_ed9af1b3e9_n.jpg,dandelion,yellow,0.09,0.28,0.24
2121,dandelion/17862580326_293070978d_m.jpg,dandelion,yellow,0.06,0.29,0.33
663,sunflower/5043409092_5b12cc985a_m.jpg,sunflower,yellow,0.09,0.2,0.15
2358,tulip/7166567320_0a2beb6d42.jpg,tulip,pink,0.09,0.1,0.47
256,daisy/10466290366_cc72e33532.jpg,daisy,white,0.06,0.48,0.17
1919,dandelion/3562861685_8b8d747b4d.jpg,dandelion,yellow,0.06,0.39,0.34
2399,tulip/4497973347_57480ffee9_m.jpg,tulip,pink,0.07,0.45,0.24
1105,rose/5570018782_c56bee942f.jpg,rose,red,0.08,0.31,0.35
2397,tulip/14044685976_0064faed21.jpg,tulip,pink,0.08,0.12,0.48
1706,dandelion/13881700933_69a750d418_n.jpg,dandelion,yellow,0.1,0.31,0.48
260,daisy/5885826924_38fdc6bcaa_n.jpg,daisy,white,0.08,0.43,0.29
181,daisy/4746633946_23933c0810.jpg,daisy,white,0.06,0.17,0.34
1110,rose/14573732424_1bb91e2e42_n.jpg,rose,red,0.09,0.27,0.47
986,sunflower/5999024446_5721493894.jpg,sunflower,yellow,0.09,0.48,0.45
1984,dandelion/5598845098_13e8e9460f.jpg,dandelion,yellow,0.07,0.14,0.49
20,daisy/10559679065_50d2b16f6d.jpg,daisy,white,0.07,0.24,0.29
430,daisy/5586977262_6b24412805_n.jpg,daisy,white,0.07,0.21,0.12
2096,dandelion/11465213433_847c4fa261.jpg,dandelion,yellow,0.06,0.4,0.14
1581,dandelion/5767676943_4f9c7323f3_n.jpg,dandelion,yellow,0.06,0.22,0.16
1809,dandelion/18876985840_7531dc8e6a.jpg,dandelion,yellow,0.05,0.24,0.19
314,daisy/3588872598_e0f9a1d2a1_m.jpg,daisy,white,0.08,0.36,0.2
1149,rose/8674140377_ae7b0be523.jpg,rose,red,0.06,0.44,0.11
1180,rose/3872230296_6c477309f3_n.jpg,rose,red,0.07,0.25,0.31
2456,tulip/13910131718_731353d84c_n.jpg,tulip,pink,0.1,0.45,0.21
1472,rose/15011625580_7974c44bce.jpg,rose,red,0.09,0.13,0.39
976,sunflower/5437996076_cf7e2ac32e_n.jpg,sunflower,yellow,0.05,0.17,0.39
2002,dandelion/4573886524_5161482ca7_n.jpg,dandelion,yellow,0.08,0.37,0.48
249,daisy/7749368884_1fc58c67ff_n.jpg,daisy,white,0.06,0.29,0.37
1350,rose/8692040971_826614516f_n.jpg,rose,red,0.08,0.39,0.3
1379,rose/16449467833_d82aac5749_m.jpg,rose,red,0.08,0.49,0.21
1323,rose/4558025386_2c47314528.jpg,rose,red,0.06,0.2,0.32
563,sunflower/8480886751_71d88bfdc0_n.jpg,sunflower,yellow,0.05,0.38,0.27
2450,tulip/14087425312_2b5846b570_n.jpg,tulip,pink,0.1,0.33,0.28
1857,dandelion/7232035352_84a39e99ba_n.jpg,dandelion,yellow,0.09,0.3,0.11
194,daisy/5626895440_97a0ec04c2_n.jpg,daisy,white,0.07,0.16,0.24
2466,tulip/15275478257_fbd5850708_n.jpg,tulip,pink,0.09,0.3,0.46
540,sunflower/9555824387_32b151e9b0_m.jpg,sunflower,yellow,0.06,0.49,0.27
569,sunflower/9599534035_ae4df582b6.jpg,sunflower,yellow,0.06,0.14,0.38
1289,rose/3278709893_ba4956a572_n.jpg,rose,red,0.09,0.49,0.26
992,sunflower/15054753070_4f6ae0e763_m.jpg,sunflower,yellow,0.09,0.11,0.17
2304,tulip/5603625247_e4ff1828af_m.jpg,tulip,pink,0.07,0.14,0.23
16,daisy/4141147800_813f660b47.jpg,daisy,white,0.07,0.27,0.48
186,daisy/14907815010_bff495449f.jpg,daisy,white,0.1,0.37,0.11
1901,dandelion/4713958242_fbcfe9a61b_m.jpg,dandelion,yellow,0.07,0.5,0.21
1757,dandelion/6901435398_b3192ff7f8_m.jpg,dandelion,yellow,0.05,0.43,0.32
1980,dandelion/18089878729_907ed2c7cd_m.jpg,dandelion,yellow,0.06,0.33,0.12
2453,tulip/19413898445_69344f9956_n.jpg,tulip,pink,0.07,0.47,0.13
681,sunflower/18828277053_1493158b28.jpg,sunflower,yellow,0.07,0.43,0.49
1393,rose/8667746487_781af9e615_n.jpg,rose,red,0.09,0.44,0.22
2634,tulip/14097366955_84ef6369f2.jpg,tulip,pink,0.09,0.17,0.31
2175,tulip/5666286130_1dc6f66f09_n.jpg,tulip,pink,0.1,0.5,0.28
743,sunflower/4933823194_33f6e32c5a.jpg,sunflower,yellow,0.06,0.24,0.49
221,daisy/8740807508_0587f5b7b7.jpg,daisy,white,0.09,0.44,0.29
836,sunflower/5994572653_ea98afa3af_n.jpg,sunflower,yellow,0.09,0.24,0.15
2671,tulip/7047408023_6e98fd1e3f.jpg,tulip,pink,0.1,0.11,0.3
1510,dandelion/18996760154_58d3c48604.jpg,dandelion,yellow,0.1,0.2,0.41
926,sunflower/19508264965_d1dfb565ea_n.jpg,sunflower,yellow,0.05,0.25,0.13
2655,tulip/4955884820_7e4ce4d7e5_m.jpg,tulip,pink,0.07,0.25,0.43
2572,tulip/6936380780_19c26c918a.jpg,tulip,pink,0.08,0.18,0.29
526,sunflower/7510262868_cf7d6f6f25_n.jpg,sunflower,yellow,0.06,0.14,0.33
932,sunflower/14928117202_139d2142cc_n.jpg,sunflower,yellow,0.07,0.34,0.29
1933,dandelion/8717787983_c83bdf39fe_n.jpg,dandelion,yellow,0.05,0.44,0.13
819,sunflower/9206376642_8348ba5c7a.jpg,sunflower,yellow,0.09,0.37,0.18
198,daisy/4561871220_47f420ca59_m.jpg,daisy,white,0.06,0.48,0.17
248,daisy/2619413565_61a6cd3ac9_m.jpg,daisy,white,0.08,0.38,0.17
1665,dandelion/13887031789_97437f246b.jpg,dandelion,yellow,0.07,0.19,0.44
1688,dandelion/3591588855_b4fd53b000.jpg,dandelion,yellow,0.05,0.16,0.2
2380,tulip/8601596054_33e40c2a7a.jpg,tulip,pink,0.05,0.38,0.43
2389,tulip/7166554924_432aaae4b2_n.jpg,tulip,pink,0.08,0.14,0.36
752,sunflower/7530313068_ddd2dc1f44_m.jpg,sunflower,yellow,0.09,0.47,0.35
2064,dandelion/10617162044_8740d4dd9f_n.jpg,dandelion,yellow,0.05,0.32,0.21
2442,tulip/8521597402_4b6169ba05.jpg,tulip,pink,0.06,0.44,0.44
1869,dandelion/16241101274_334b54731e.jpg,dandelion,yellow,0.08,0.45,0.38
2383,tulip/7070694881_e9a331fa4e_n.jpg,tulip,pink,0.08,0.22,0.49
1306,rose/6039330368_c30ed224c4_m.jpg,rose,red,0.08,0.12,0.22
1291,rose/3829990289_c0c3821e4d_m.jpg,rose,red,0.07,0.29,0.27
2403,tulip/8686332852_c6dcb2e86b.jpg,tulip,pink,0.05,0.4,0.29
696,sunflower/5139969871_c9046bdaa7_n.jpg,sunflower,yellow,0.08,0.32,0.42
82,daisy/2590291468_2635d3e4e0_n.jpg,daisy,white,0.06,0.44,0.21
380,daisy/3084924076_4d5c5711af_m.jpg,daisy,white,0.06,0.45,0.22
2652,tulip/5757091018_cdfd79dfa6_m.jpg,tulip,pink,0.09,0.37,0.41
963,sunflower/4933822052_2dfef02517.jpg,sunflower,yellow,0.09,0.35,0.3
2735,tulip/14071516088_b526946e17_n.jpg,tulip,pink,0.07,0.21,0.13
1649,dandelion/9595369280_dd88b61814.jpg,dandelion,yellow,0.06,0.28,0.49
253,daisy/14707111433_cce08ee007.jpg,daisy,white,0.09,0.28,0.4
47,daisy/5665838969_fe217988b9_m.jpg,daisy,white,0.06,0.45,0.25
1824,dandelion/8747223572_dcd9601e99.jpg,dandelion,yellow,0.06,0.45,0.49
295,daisy/9242705328_eee8402a8d.jpg,daisy,white,0.06,0.42,0.19
1541,dandelion/4489359360_09db62f825.jpg,dandelion,yellow,0.09,0.47,0.12
364,daisy/14402451388_56545a374a_n.jpg,daisy,white,0.08,0.38,0.4
1610,dandelion/19617501581_606be5f716_n.jpg,dandelion,yellow,0.06,0.26,0.11
2541,tulip/13562266594_69b807f90c.jpg,tulip,pink,0.09,0.26,0.2
1380,rose/9216323421_f737c1d50e.jpg,rose,red,0.08,0.34,0.16
111,daisy/16025261368_911703a536_n.jpg,daisy,white,0.06,0.48,0.24
481,daisy/7410356270_9dff4d0e2e_n.jpg,daisy,white,0.07,0.3,0.23
1674,dandelion/13807932364_673b7f1c1c_n.jpg,dandelion,yellow,0.07,0.32,0.43
701,sunflower/9610098411_f1613c8e14.jpg,sunflower,yellow,0.06,0.22,0.28
1974,dandelion/21195621914_a5bdbb203d.jpg,dandelion,yellow,0.06,0.46,0.2
2131,dandelion/4633323785_20676ff914_m.jpg,dandelion,yellow,0.06,0.13,0.44
827,sunflower/13354458753_7b586f7c95_n.jpg,sunflower,yellow,0.07,0.2,0.28
414,daisy/8742143296_fed9fa007c.jpg,daisy,white,0.06,0.3,0.49
312,daisy/8645839873_0151fb92bf_n.jpg,daisy,white,0.07,0.1,0.27
799,sunflower/6239758929_50e5e5a476_m.jpg,sunflower,yellow,0.06,0.21,0.44
1155,rose/10090824183_d02c613f10_m.jpg,rose,red,0.08,0.24,0.33
2023,dandelion/7015947703_11b30c20c9_n.jpg,dandelion,yellow,0.06,0.23,0.31
222,daisy/19653086178_28156b7ce4_m.jpg,daisy,white,0.09,0.39,0.17
2143,tulip/16645809126_613b1e3ebe_m.jpg,tulip,pink,0.08,0.16,0.37
1203,rose/14510185271_b5d75dd98e_n.jpg,rose,red,0.09,0.13,0.18
996,rose/6570546331_ffb9dab0bf_n.jpg,rose,red,0.05,0.33,0.32
1503,dandelion/11768468623_9399b5111b_n.jpg,dandelion,yellow,0.07,0.29,0.43
465,daisy/18582579815_4c6637e9ff_m.jpg,daisy,white,0.07,0.49,0.38
2406,tulip/4546316433_202cc68c55.jpg,tulip,pink,0.09,0.42,0.47
2355,tulip/14087326141_1906d5a373_n.jpg,tulip,pink,0.08,0.5,0.12
2020,dandelion/7196409186_a59957ce0b_m.jpg,dandelion,yellow,0.08,0.37,0.18
1396,rose/14381787252_e8e12e277a_n.jpg,rose,red,0.09,0.21,0.33
437,daisy/3703643767_dee82cdef9_n.jpg,daisy,white,0.05,0.12,0.15
1223,rose/23232710191_cc57620cd5.jpg,rose,red,0.07,0.28,0.15
1641,dandelion/6044710875_0459796d1b_m.jpg,dandelion,yellow,0.09,0.19,0.35
491,daisy/2627815904_919373e7f5.jpg,daisy,white,0.09,0.42,0.43
2156,tulip/16062072523_1be3c0b61f.jpg,tulip,pink,0.08,0.47,0.14
1539,dandelion/9617087594_ec2a9b16f6.jpg,dandelion,yellow,0.05,0.4,0.24
1349,rose/15901230359_1819e96b89_n.jpg,rose,red,0.08,0.22,0.24
214,daisy/14221836990_90374e6b34.jpg,daisy,white,0.07,0.4,0.26
758,sunflower/10862313945_e8ed9202d9_m.jpg,sunflower,yellow,0.09,0.26,0.44
1281,rose/8502529435_c6e40d0df4.jpg,rose,red,0.06,0.34,0.14
2180,tulip/16711791713_e54bc9c1af_n.jpg,tulip,pink,0.09,0.13,0.26
2284,tulip/17078576150_6f272ce73f_n.jpg,tulip,pink,0.07,0.36,0.39
429,daisy/20182559506_40a112f762.jpg,daisy,white,0.07,0.44,0.38
639,sunflower/6141199476_9b6d383fd9.jpg,sunflower,yellow,0.08,0.12,0.31
1278,rose/16149016979_23ef42b642_m.jpg,rose,red,0.09,0.18,0.48
257,daisy/11439894966_dca877f0cd.jpg,daisy,white,0.07,0.41,0.45
1428,rose/5717319579_190e85c7d1_m.jpg,rose,red,0.06,0.48,0.28
2225,tulip/13979098645_50b9eebc02_n.jpg,tulip,pink,0.05,0.12,0.16
965,sunflower/14266917699_91b207888e.jpg,sunflower,yellow,0.09,0.17,0.11
571,sunflower/15081164641_45a7b92b3a_m.jpg,sunflower,yellow,0.1,0.34,0.45
1128,rose/11694025703_9a906fedc1_n.jpg,rose,red,0.05,0.38,0.26
2506,tulip/19425920580_cdc8f49aed_n.jpg,tulip,pink,0.08,0.31,0.3
951,sunflower/20342824594_9740b7b160.jpg,sunflower,yellow,0.07,0.29,0.24
2639,tulip/7205145492_baec4dbb94.jpg,tulip,pink,0.07,0.32,0.33
907,sunflower/5970868068_fe1c8b282e_n.jpg,sunflower,yellow,0.08,0.43,0.29
131,daisy/16737503507_431768a927.jpg,daisy,white,0.06,0.42,0.37
158,daisy/5574421625_61b1f49b3f_m.jpg,daisy,white,0.07,0.17,0.22
2362,tulip/6038098425_b3b4fb62cc_m.jpg,tulip,pink,0.09,0.27,0.3
363,daisy/18354545086_693ea7bc2a.jpg,daisy,white,0.09,0.32,0.44
1146,rose/3407482427_49d5c75291_m.jpg,rose,red,0.07,0.2,0.32
677,sunflower/15123604714_dd034a4a3b_n.jpg,sunflower,yellow,0.09,0.18,0.27
2510,tulip/4575963749_2418ff8768.jpg,tulip,pink,0.06,0.36,0.2
2594,tulip/8673416166_620fc18e2f_n.jpg,tulip,pink,0.06,0.37,0.14
2637,tulip/15632065904_0d9caf174b.jpg,tulip,pink,0.07,0.2,0.5
2363,tulip/5698944116_fd35fe6bea.jpg,tulip,pink,0.07,0.4,0.28
531,sunflower/6606806621_5267acdd38.jpg,sunflower,yellow,0.09,0.41,0.4
1121,rose/3921794817_276eb4386b.jpg,rose,red,0.09,0.33,0.11
1165,rose/21346056089_e6f8074e5f_m.jpg,rose,red,0.06,0.37,0.45
73,daisy/3491933306_43cfe2cfbe.jpg,daisy,white,0.09,0.19,0.2
1035,rose/3494252600_29f26e3ff0_n.jpg,rose,red,0.1,0.16,0.12
778,sunflower/5967283168_90dd4daf28_n.jpg,sunflower,yellow,0.05,0.14,0.43
1900,dandelion/4568317687_3f89622f76.jpg,dandelion,yellow,0.08,0.49,0.19
1658,dandelion/8717161615_4c1e403083.jpg,dandelion,yellow,0.07,0.16,0.18
2296,tulip/16938892686_3613ea68e8_n.jpg,tulip,pink,0.07,0.11,0.28
1769,dandelion/17122969189_0ec37cb6c9.jpg,dandelion,yellow,0.09,0.27,0.34
2632,tulip/17318339476_54479b6660_n.jpg,tulip,pink,0.1,0.29,0.16
2619,tulip/4555842486_dd214a84d7_n.jpg,tulip,pink,0.09,0.41,0.15
1788,dandelion/3823142577_dd5acd5ac6_n.jpg,dandelion,yellow,0.1,0.46,0.5
2238,tulip/4604238410_bcec9da4a0_n.jpg,tulip,pink,0.09,0.31,0.32
231,daisy/7630511450_02d3292e90.jpg,daisy,white,0.06,0.23,0.26
1529,dandelion/4669815582_0a994fb4fd_m.jpg,dandelion,yellow,0.06,0.13,0.14
2664,tulip/16700863150_ddaa4d89b4_n.jpg,tulip,pink,0.1,0.12,0.27
792,sunflower/7652532108_01ef94c476.jpg,sunflower,yellow,0.07,0.18,0.31
478,daisy/7538403124_f2fc48750a.jpg,daisy,white,0.08,0.12,0.45
2451,tulip/8484905084_6a18c62b13_m.jpg,tulip,pink,0.06,0.25,0.33
995,sunflower/22405882322_d4561f8469_n.jpg,sunflower,yellow,0.05,0.2,0.36
1753,dandelion/4574451859_432c856b6e_n.jpg,dandelion,yellow,0.07,0.41,0.38
2430,tulip/9831362123_5aac525a99_n.jpg,tulip,pink,0.08,0.41,0.37
1442,rose/3560426426_1c66cb8330.jpg,rose,red,0.07,0.43,0.22
272,daisy/4993492878_11fd4f5d12.jpg,daisy,white,0.07,0.18,0.19
537,sunflower/5994569021_749d5e2da3_n.jpg,sunflower,yellow,0.1,0.44,0.28
2161,tulip/8713397694_bcbcbba2c2_n.jpg,tulip,pink,0.09,0.36,0.28
2103,dandelion/8663932737_0a603ab718_n.jpg,dandelion,yellow,0.05,0.33,0.22
1713,dandelion/8701999625_8d83138124.jpg,dandelion,yellow,0.05,0.13,0.45
802,sunflower/8266310743_02095e782d_m.jpg,sunflower,yellow,0.1,0.15,0.23
2066,dandelion/7367491658_9eb4dc2384_m.jpg,dandelion,yellow,0.07,0.38,0.34
2159,tulip/7042692841_f323799c0d.jpg,tulip,pink,0.09,0.11,0.46
2484,tulip/8713390684_041148dd3e_n.jpg,tulip,pink,0.05,0.2,0.31
759,sunflower/6140661443_bb48344226.jpg,sunflower,yellow,0.08,0.44,0.36
614,sunflower/22992257000_76dbc599e7_m.jpg,sunflower,yellow,0.07,0.36,0.4
1088,rose/7285188160_49d84b95a3_m.jpg,rose,red,0.07,0.12,0.13
51,daisy/3410906335_37e8a24b1c_n.jpg,daisy,white,0.06,0.31,0.44
1007,rose/5402157745_a384f0583d_n.jpg,rose,red,0.09,0.18,0.2
211,daisy/4496202781_1d8e776ff5_n.jpg,daisy,white,0.07,0.47,0.34
1957,dandelion/4510350093_3700064215.jpg,dandelion,yellow,0.08,0.41,0.16
